study_accession	sample_accession	experiment_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	base_count	experiment_alias	fastq_bytes	fastq_ftp	submitted_ftp	sample_alias
PRJEB14847	SAMEA4347553	ERX1610420	749906	gut metagenome	Illumina HiSeq 2000	AWF_TBOSW_r1	PAIRED	5040891710	exp_AWF_TBOSW_1_C4VR1ACXX.IND16	2569524210;2531897988	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539525/ERR1539525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539525/ERR1539525_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TBOSW_1_1_C4VR1ACXX.IND16_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TBOSW_1_2_C4VR1ACXX.IND16_clean.fastq.gz	sample_AWF_749906_A1-050
PRJEB14847	SAMEA4347559	ERX1610391	749906	gut metagenome	Illumina HiSeq 2000	AWF_QQOSW_r2	PAIRED	4712628485	exp_AWF_QQOSW_8_C1JDKACXX.IND7	2231588821;2241487307	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539526/ERR1539526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539526/ERR1539526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_QQOSW_8_1_C1JDKACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_QQOSW_8_2_C1JDKACXX.IND7_clean.fastq.gz	sample_AWF_749906_B1 056
PRJEB14847	SAMEA4347485	ERX1610237	749906	gut metagenome	Illumina HiSeq 2000	AWF_AKOSW_r1	PAIRED	5016959394	exp_AWF_AKOSW_1_D11KBACXX.IND11	2281749561;2291536148	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539527/ERR1539527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539527/ERR1539527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AKOSW_1_1_D11KBACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AKOSW_1_2_D11KBACXX.IND11_clean.fastq.gz	sample_AWF_749906_A1-091
PRJEB14847	SAMEA4347489	ERX1610263	749906	gut metagenome	Illumina HiSeq 2000	AWF_PKOSW_r1	PAIRED	5104251267	exp_AWF_PKOSW_2_C1K1EACXX.IND4	2268436053;2293066738	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539528/ERR1539528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539528/ERR1539528_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PKOSW_2_1_C1K1EACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PKOSW_2_2_C1K1EACXX.IND4_clean.fastq.gz	sample_AWF_749906_A1 158-2
PRJEB14847	SAMEA4347588	ERX1610384	749906	gut metagenome	Illumina HiSeq 2000	AWF_HPOSW_r1	PAIRED	4862658854	exp_AWF_HPOSW_4_D11TTACXX.IND4	2266961259;2254861289	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539529/ERR1539529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539529/ERR1539529_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_HPOSW_4_1_D11TTACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_HPOSW_4_2_D11TTACXX.IND4_clean.fastq.gz	sample_AWF_749906_B1-004
PRJEB14847	SAMEA4347632	ERX1610194	749906	gut metagenome	Illumina HiSeq 2000	AWF_GLOSW_r1	PAIRED	4771689538	exp_AWF_GLOSW_3_D11TTACXX.IND1	2220781043;2211357927	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539530/ERR1539530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539530/ERR1539530_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GLOSW_3_1_D11TTACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GLOSW_3_2_D11TTACXX.IND1_clean.fastq.gz	sample_AWF_749906_A1-133
PRJEB14847	SAMEA4347682	ERX1610339	749906	gut metagenome	Illumina HiSeq 2000	AWF_QSOSW_r1	PAIRED	5083295937	exp_AWF_QSOSW_3_C1JJBACXX.IND9	2362365430;2359499403	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539531/ERR1539531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539531/ERR1539531_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_QSOSW_3_1_C1JJBACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_QSOSW_3_2_C1JJBACXX.IND9_clean.fastq.gz	sample_AWF_749906_B1 156
PRJEB14847	SAMEA4347550	ERX1610197	749906	gut metagenome	Illumina HiSeq 2000	AWF_GGOSW_r1	PAIRED	4997765338	exp_AWF_GGOSW_1_C0UT3ACXX.IND3	2304231577;2327643678	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539532/ERR1539532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539532/ERR1539532_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GGOSW_1_1_C0UT3ACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GGOSW_1_2_C0UT3ACXX.IND3_clean.fastq.gz	sample_AWF_749906_C1-006
PRJEB14847	SAMEA4347739	ERX1610286	749906	gut metagenome	Illumina HiSeq 2000	AWF_AAEOSW_r2	PAIRED	2059687051	exp_AWF_AAEOSW_2_HAYK5ADXX.IND25	892304751;917276479	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539533/ERR1539533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539533/ERR1539533_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AAEOSW_2_1_HAYK5ADXX.IND25_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AAEOSW_2_2_HAYK5ADXX.IND25_clean.fastq.gz	sample_AWF_749906_A1_186
PRJEB14847	SAMEA4347705	ERX1610209	749906	gut metagenome	Illumina HiSeq 2000	AWF_BKOSW_r1	SINGLE	3048728778	exp_AWF_BKOSW_3_C0BCMACXX.IND9	2558613254	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539534/ERR1539534.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BKOSW_3_C0BCMACXX.IND9_clean.fastq.gz	sample_AWF_749906_B1-061
PRJEB14847	SAMEA4347555	ERX1610205	749906	gut metagenome	Illumina HiSeq 2000	AWF_BCOSW_r1	SINGLE	4191297293	exp_AWF_BCOSW_1_C0BCMACXX.IND2	3544542659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539535/ERR1539535.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BCOSW_1_C0BCMACXX.IND2_clean.fastq.gz	sample_AWF_749906_C1-001
PRJEB14847	SAMEA4347552	ERX1610240	749906	gut metagenome	Illumina HiSeq 2000	AWF_FROSW_r1	PAIRED	4418521922	exp_AWF_FROSW_1_C0UT3ACXX.IND1	2043200723;2069384778	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539536/ERR1539536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539536/ERR1539536_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FROSW_1_1_C0UT3ACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_FROSW_1_2_C0UT3ACXX.IND1_clean.fastq.gz	sample_AWF_749906_C1-003
PRJEB14847	SAMEA4347556	ERX1610397	749906	gut metagenome	Illumina HiSeq 2000	AWF_NPOSW_r1	PAIRED	6205506771	exp_AWF_NPOSW_1_C1K1EACXX.IND1	2815263206;2836178821	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539537/ERR1539537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539537/ERR1539537_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NPOSW_1_1_C1K1EACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NPOSW_1_2_C1K1EACXX.IND1_clean.fastq.gz	sample_AWF_749906_AI 008
PRJEB14847	SAMEA4347703	ERX1610322	749906	gut metagenome	Illumina HiSeq 2000	AWF_PEOSW_r1	PAIRED	5129785687	exp_AWF_PEOSW_2_C1K1EACXX.IND11	2277807711;2303638640	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539538/ERR1539538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539538/ERR1539538_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PEOSW_2_1_C1K1EACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PEOSW_2_2_C1K1EACXX.IND11_clean.fastq.gz	sample_AWF_749906_A1 058-2
PRJEB14847	SAMEA4347455	ERX1610200	749906	gut metagenome	Illumina HiSeq 2000	AWF_GNOSW_r2	PAIRED	5319329103	exp_AWF_GNOSW_2_HAYJ5ADXX.IND6	2308696362;2349214565	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539539/ERR1539539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539539/ERR1539539_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GNOSW_2_1_HAYJ5ADXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GNOSW_2_2_HAYJ5ADXX.IND6_clean.fastq.gz	sample_AWF_749906_B1-033
PRJEB14847	SAMEA4347574	ERX1610321	749906	gut metagenome	Illumina HiSeq 2000	AWF_SAOSW_r1	PAIRED	4137705364	exp_AWF_SAOSW_8_C1JDKACXX.IND20	1988558663;1999821038	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539540/ERR1539540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539540/ERR1539540_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SAOSW_8_1_C1JDKACXX.IND20_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SAOSW_8_2_C1JDKACXX.IND20_clean.fastq.gz	sample_AWF_749906_A1-167
PRJEB14847	SAMEA4347480	ERX1610415	749906	gut metagenome	Illumina HiSeq 2000	AWF_KFOSW_r1	PAIRED	5730326757	exp_AWF_KFOSW_3_C0UW8ACXX.IND4	2404506429;2468519956	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539541/ERR1539541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539541/ERR1539541_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KFOSW_3_1_C0UW8ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KFOSW_3_2_C0UW8ACXX.IND4_clean.fastq.gz	sample_AWF_749906_B1-024
PRJEB14847	SAMEA4347569	ERX1610222	749906	gut metagenome	Illumina HiSeq 2000	AWF_TAOSW_r2	PAIRED	4463532763	exp_AWF_TAOSW_4_C4VR1ACXX.IND15	2134323272;2106577250	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539542/ERR1539542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539542/ERR1539542_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TAOSW_4_1_C4VR1ACXX.IND15_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TAOSW_4_2_C4VR1ACXX.IND15_clean.fastq.gz	sample_AWF_749906_A1-049
PRJEB14847	SAMEA4347639	ERX1610388	749906	gut metagenome	Illumina HiSeq 2000	AWF_IVOSW_r1	PAIRED	5070680930	exp_AWF_IVOSW_2_C0UT3ACXX.IND1	2394467043;2420481299	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539543/ERR1539543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539543/ERR1539543_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IVOSW_2_1_C0UT3ACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IVOSW_2_2_C0UT3ACXX.IND1_clean.fastq.gz	sample_AWF_749906_C1-018
PRJEB14847	SAMEA4347595	ERX1610425	749906	gut metagenome	Illumina HiSeq 2000	AWF_PTOSW_r1	PAIRED	5459294667	exp_AWF_PTOSW_2_C1JJBACXX.IND19	2511183716;2528763246	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539544/ERR1539544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539544/ERR1539544_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PTOSW_2_1_C1JJBACXX.IND19_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PTOSW_2_2_C1JJBACXX.IND19_clean.fastq.gz	sample_AWF_749906_B1-009
PRJEB14847	SAMEA4347706	ERX1610385	749906	gut metagenome	Illumina HiSeq 2000	AWF_NDOSW_r1	PAIRED	3956987309	exp_AWF_NDOSW_3_D14FJACXX.IND4	1941457214;1958589018	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539545/ERR1539545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539545/ERR1539545_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NDOSW_3_1_D14FJACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NDOSW_3_2_D14FJACXX.IND4_clean.fastq.gz	sample_AWF_749906_C1_035
PRJEB14847	SAMEA4347720	ERX1610261	749906	gut metagenome	Illumina HiSeq 2000	AWF_HEOSW_r1	PAIRED	5153239908	exp_AWF_HEOSW_3_D11TTACXX.IND12	2398689139;2387897376	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539546/ERR1539546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539546/ERR1539546_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_HEOSW_3_1_D11TTACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_HEOSW_3_2_D11TTACXX.IND12_clean.fastq.gz	sample_AWF_749906_B1-093
PRJEB14847	SAMEA4347688	ERX1610298	749906	gut metagenome	Illumina HiSeq 2000	AWF_BLOSW_r1	PAIRED	3883330219	exp_AWF_BLOSW_2_C0KU9ACXX.IND10	1636582255;1645740575	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539547/ERR1539547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539547/ERR1539547_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BLOSW_2_1_C0KU9ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BLOSW_2_2_C0KU9ACXX.IND10_clean.fastq.gz	sample_AWF_749906_B1-071
PRJEB14847	SAMEA4347586	ERX1610243	749906	gut metagenome	Illumina HiSeq 2000	AWF_BROSW_r1	PAIRED	4157694521	exp_AWF_BROSW_2_C0KU9ACXX.IND3	1770599848;1781522905	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539548/ERR1539548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539548/ERR1539548_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BROSW_2_1_C0KU9ACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BROSW_2_2_C0KU9ACXX.IND3_clean.fastq.gz	sample_AWF_749906_B1-121
PRJEB14847	SAMEA4347741	ERX1610443	749906	gut metagenome	Illumina HiSeq 2000	AWF_AAGOSW_r1	PAIRED	2678482003	exp_AWF_AAGOSW_2_HAYK5ADXX.IND27	1143686217;1176516820	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539549/ERR1539549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539549/ERR1539549_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AAGOSW_2_1_HAYK5ADXX.IND27_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AAGOSW_2_2_HAYK5ADXX.IND27_clean.fastq.gz	sample_AWF_749906_A1_188
PRJEB14847	SAMEA4347659	ERX1610323	749906	gut metagenome	Illumina HiSeq 2000	AWF_AAKOSW_r1	PAIRED	1706612412	exp_AWF_AAKOSW_2_HAYK8ADXX.IND30	734355311;774293714	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539550/ERR1539550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539550/ERR1539550_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AAKOSW_2_1_HAYK8ADXX.IND30_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AAKOSW_2_2_HAYK8ADXX.IND30_clean.fastq.gz	sample_AWF_749906_B1_188
PRJEB14847	SAMEA4347615	ERX1610310	749906	gut metagenome	Illumina HiSeq 2000	AWF_GTOSW_r1	PAIRED	5438718647	exp_AWF_GTOSW_1_C0UT3ACXX.IND6	2497266456;2522898035	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539551/ERR1539551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539551/ERR1539551_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GTOSW_1_1_C0UT3ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GTOSW_1_2_C0UT3ACXX.IND6_clean.fastq.gz	sample_AWF_749906_C1-030
PRJEB14847	SAMEA4347617	ERX1610218	749906	gut metagenome	Illumina HiSeq 2000	AWF_VQOSW_r1	PAIRED	5179154254	exp_AWF_VQOSW_2_HAYJVADXX.IND16	2228568438;2257697325	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539552/ERR1539552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539552/ERR1539552_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VQOSW_2_1_HAYJVADXX.IND16_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VQOSW_2_2_HAYJVADXX.IND16_clean.fastq.gz	sample_AWF_749906_B1_088
PRJEB14847	SAMEA4347525	ERX1610299	749906	gut metagenome	Illumina HiSeq 2000	AWF_TDOSW_r1	PAIRED	3480901315	exp_AWF_TDOSW_1_C4VR1ACXX.IND18	1776292341;1743987714	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539553/ERR1539553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539553/ERR1539553_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TDOSW_1_1_C4VR1ACXX.IND18_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TDOSW_1_2_C4VR1ACXX.IND18_clean.fastq.gz	sample_AWF_749906_B1-040
PRJEB14847	SAMEA4347485	ERX1610292	749906	gut metagenome	Illumina HiSeq 2000	AWF_AKOSW_r1	SINGLE	4042352264	exp_AWF_AKOSW_7_C0BB7ACXX.IND11	3483277067	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539554/ERR1539554.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_AKOSW_7_C0BB7ACXX.IND11_clean.fastq.gz	sample_AWF_749906_A1-091
PRJEB14847	SAMEA4347488	ERX1610225	749906	gut metagenome	Illumina HiSeq 2000	AWF_ABHOSW_r1	PAIRED	4092981424	exp_AWF_ABHOSW_2_HAYJVADXX.IND41b	1775419863;1843982615	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539555/ERR1539555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539555/ERR1539555_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ABHOSW_2_1_HAYJVADXX.IND41b_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ABHOSW_2_2_HAYJVADXX.IND41b_clean.fastq.gz	sample_AWF_749906_B1_132
PRJEB14847	SAMEA4347613	ERX1610413	749906	gut metagenome	Illumina HiSeq 2000	AWF_HIOSW_r1	PAIRED	5273980457	exp_AWF_HIOSW_1_C0UT3ACXX.IND8	2430525667;2461781754	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539556/ERR1539556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539556/ERR1539556_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_HIOSW_1_1_C0UT3ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_HIOSW_1_2_C0UT3ACXX.IND8_clean.fastq.gz	sample_AWF_749906_C1-031
PRJEB14847	SAMEA4347732	ERX1610252	749906	gut metagenome	Illumina HiSeq 2000	AWF_PDOSW_r1	PAIRED	4476801727	exp_AWF_PDOSW_2_C1K1EACXX.IND10	1986771186;2013294758	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539557/ERR1539557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539557/ERR1539557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PDOSW_2_1_C1K1EACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PDOSW_2_2_C1K1EACXX.IND10_clean.fastq.gz	sample_AWF_749906_B1 008
PRJEB14847	SAMEA4347496	ERX1610405	749906	gut metagenome	Illumina HiSeq 2000	AWF_LGOSW_r1	PAIRED	4330022508	exp_AWF_LGOSW_1_D14MKACXX.IND5	2037832148;2049449681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539558/ERR1539558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539558/ERR1539558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LGOSW_1_1_D14MKACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LGOSW_1_2_D14MKACXX.IND5_clean.fastq.gz	sample_AWF_749906_B1_013
PRJEB14847	SAMEA4347630	ERX1610314	749906	gut metagenome	Illumina HiSeq 2000	AWF_LQOSW_r1	PAIRED	4292077017	exp_AWF_LQOSW_1_D14RHACXX.IND1	1951363343;1968642350	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539559/ERR1539559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539559/ERR1539559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LQOSW_1_1_D14RHACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LQOSW_1_2_D14RHACXX.IND1_clean.fastq.gz	sample_AWF_749906_A1_123
PRJEB14847	SAMEA4347640	ERX1610282	749906	gut metagenome	Illumina HiSeq 2000	AWF_PHOSW_r1	PAIRED	4567852541	exp_AWF_PHOSW_6_C1KG9ACXX.IND11	2102768235;2094379588	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539560/ERR1539560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539560/ERR1539560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PHOSW_6_1_C1KG9ACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PHOSW_6_2_C1KG9ACXX.IND11_clean.fastq.gz	sample_AWF_749906_A1 008-2
PRJEB14847	SAMEA4347529	ERX1610304	749906	gut metagenome	Illumina HiSeq 2000	AWF_BAOSW_r1	SINGLE	4262082496	exp_AWF_BAOSW_6_C0BMEACXX.IND9	3892030736	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539561/ERR1539561.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BAOSW_6_C0BMEACXX.IND9_clean.fastq.gz	sample_AWF_749906_A1-191
